,road_code,road,road_slice,road_type,district
315,4Н535,Болтали қ-Бағолон қ-Навбахор қ-Дарайтут қ,0-16,Маҳаллий,Пахтачи тумани
316,4Н535а,4Н535 автойўлидан  Дарайтут қишлоғига,0-2,Маҳаллий,Пахтачи тумани
317,4Н547е,М-37 автойўлидан Гидроузелга (145 км),0-5,Маҳаллий,Пахтачи тумани
318,4Н547г,М-37 автойўлидан Болтали қишлоғига    (114 км),0-2,Маҳаллий,Пахтачи тумани
319,4Н547д,М-37 автойўлидан Шағал заводига (142 км),0-6,Маҳаллий,Пахтачи тумани
320,4Н547 ж,М-37 автойўлидан Султонобод қишлоғига (145 км),0-8,Маҳаллий,Пахтачи тумани
321,4Н547о,М-37 автойўлидан  Қирқгули қишлоғига    (134 км),0-6,Маҳаллий,Пахтачи тумани
322,4Н 551,Кетмончи қ-Чорвадор қ,0-7,Маҳаллий,Пахтачи тумани
323,4Н 558,Зиёвуддин қ-Ўртақишлоқ қ.,0-5,Маҳаллий,Пахтачи тумани
324,4Н 630,Напрай қ-Шағал заводи,0-13,Маҳаллий,Пахтачи тумани
325,М- 39   ,Алмати-Бешкик-Тошкент -Шахрисабз-Термиз,1081-1085,Халқаро,Самарқанд тумани
326,М- 37 ,Самарканд-Бухоро-Туркманбоши,4-6,Халқаро,Самарқанд тумани
327,М-37А,Самарканд айланма йули,0-33,Халқаро,Самарқанд тумани
328,А-378 ,Самарканд - Карши,"2.5-18",Халқаро,Самарқанд тумани
329,4Р-23е,"""М39 а/йўлидан - Самарқанд ш кириш"" а/йўли ",0-6,Давлат,Самарқанд тумани
330,4К493г,М-37 автойўлидан Самарқанд отчопарига,0-2,Маҳаллий,Самарқанд тумани
331,4К525,Равонак қ- М-39 автойўли (1092 км),0-2,Маҳаллий,Самарқанд тумани
332,4К525а,4К525 автойўлидан  Кулба қишлоғига,0-3,Маҳаллий,Самарқанд тумани
333,4К525б,4К525 автойўлидан  Шўрбоий қишлоғига,0-1,Маҳаллий,Самарқанд тумани
334,4К530,Самарканд ш-Сочак қ-Эскижума қ,0-7,Маҳаллий,Самарқанд тумани
335,4К532,Самарканд ш-Охалик қ-Янгиарик қ-М-39 автойўли,0-10,Маҳаллий,Самарқанд тумани
336,4К533,4Р45 (М-37 а) автойўли (4 км) Самарканд ш-Равонак қ-Тайлок қ,0-10,Маҳаллий,Самарқанд тумани
337,4К533а,4К533 автойўлидан Улугбек қишлоғига,0-3,Маҳаллий,Самарқанд тумани
338,4К533б,4К533 автойўлидан Кўшмачит қишлоғига,0-2,Маҳаллий,Самарқанд тумани
339,4К533в,4К533 автойўлидан Камчинон қишлоғига,0-1,Маҳаллий,Самарқанд тумани
340,4К533г,4К533 автойўлидан Ангоролмос қишлоғига,0-2,Маҳаллий,Самарқанд тумани
341,4К533д,4К533 автойўлидан Шангомон қишлоғига,0-1,Маҳаллий,Самарқанд тумани
342,4К534,"Самарқанд ш-""Ёшлик""сайёхлик базаси",0-13,Маҳаллий,Самарқанд тумани
343,4К534а,4К534 автойўлидан Бўрдокчилик мажмуасига,0-2,Маҳаллий,Самарқанд тумани
344,4К535,А-378 автойўли (13 км) - Миронкўл қ,0-5,Маҳаллий,Самарқанд тумани
345,4К537,Самарканд ш-Насилчилик фермерлар уюшмаси,0-5,Маҳаллий,Самарқанд тумани
346,4К539,Кайнама қ-Ертешар қ-Довкаш қ-Биокамбинат,0-7,Маҳаллий,Самарқанд тумани
347,4К542,Самарқанд ш. Айланма йўли -Човочандир к.,0-4,Маҳаллий,Самарқанд тумани
348,4К564,Окмачит қ-Раджабамин қ ,0-3,Маҳаллий,Самарқанд тумани
349,4К567,Хишров ГЭС - Кимё заводи,0-7,Маҳаллий,Самарқанд тумани
350,4Н512,Самарқанд ш-Чилистун қ,0-2,Маҳаллий,Самарқанд тумани
351,4Н513а,А-378 автойўлидан Темур қишлоғига ( 2 км),0-4,Маҳаллий,Самарқанд тумани
352,4Н513б,А-378 автойўлидан Самарканд туман марказига (5 км),0-5,Маҳаллий,Самарқанд тумани
353,4Н513м,А-378 автойўлиданГулистон фермерлар уюшмасига (2 км),0-7,Маҳаллий,Самарқанд тумани
354,4Н514,Самарканд ш-Кимё заводи автойўли-Дўстлик фермерлар уюшмаси,0-2,Маҳаллий,Самарқанд тумани
355,4Н515,4К-533 автойўли-Наврўз фермерлар  уюшмаси,0-2,Маҳаллий,Самарқанд тумани
356,4Н516,Равонак қ-Давлатобод қ-Гулобод фермерлар уюшмаси.,0-4,Маҳаллий,Самарқанд тумани
357,4Н517,Хазора қ-Ертешар қ-Ипакчилик фермерлар уюшмаси,0-4,Маҳаллий,Самарқанд тумани
358,4Н547л,М-37 автойўлидан  Самарканд аэропортига   ( 4 км),0-4,Маҳаллий,Самарқанд тумани
359,4Н556,М37 а а/йўли (8 км).-Янгиарик к.,0-4,Маҳаллий,Самарқанд тумани
360,4Н 595,Қайнама қ- Дўстлик қ,0-8,Маҳаллий,Самарқанд тумани
361,4Н 595а,М-37 а автойўлидан (3 км)  4К-537 автойўлига ,0-3,Маҳаллий,Самарқанд тумани
362,4Н 595б,4К595 автойўлидан Чаққа қишлоғига,0-7,Маҳаллий,Самарқанд тумани
363,4Н 596,А-378 автойўли.-Янгиариқ қ,0-24,Маҳаллий,Самарқанд тумани
364,4Н 596а,4Н 596 автойўлидан  Янгиариқ қишлоғига,0-2,Маҳаллий,Самарқанд тумани
365,4Н 616,Улугбек қ- Кумзор қ,0-3,Маҳаллий,Самарқанд тумани
366,4Н 617,Самарканд ш.- Рустам қишлоқ қ.,0-2,Маҳаллий,Самарқанд тумани
367,4Н 628,4Р23 е автойўли-Андижоний к.,0-2,Маҳаллий,Самарқанд тумани
368,4Н 629,4К532 автойўли-Янгиариқ қ.,0-2,Маҳаллий,Самарқанд тумани
369,М- 39   ,Алмати-Бешкик-Тошкент -Шахрисабз-Термиз,1085-1088,Халқаро,Тойлоқ тумани
370,А-377,Самарканд -Айний,2-27.,Халқаро,Тойлоқ тумани
371,4Р-50,Тайлок -Ургут,0-12,Давлат,Тойлоқ тумани
372,4Р-246,Самарканд ш.-Ургут,0-6,Давлат,Тойлоқ тумани
373,4К529,Қўрғонча қ- Янгиқишлок қ,0-15,Маҳаллий,Тойлоқ тумани
374,4К529а,4К529 автойўлидан Пайшанба қишлоғи-Сиёб қишлоғига,0-4,Маҳаллий,Тойлоқ тумани
375,4К529б,4К529 автойўлидан Кундузак қишлоғига,0-4,Маҳаллий,Тойлоқ тумани
376,4К530,Самарқанд ш- Сочак қ- Эскижума қ,"7,-14",Маҳаллий,Тойлоқ тумани
377,4К531,Давлатобод қ- Шохкаш қ,0-5,Маҳаллий,Тойлоқ тумани
378,4К533,4Р45(М-37а) автойўли (4 км) -Самарқанд ш-Равонак қ-Тойлок қ,"10,-19",Маҳаллий,Тойлоқ тумани
379,4Н499ж,М-39 автойўлидан Тожбарзу қишлоғига       (1095 км),0-6,Маҳаллий,Тойлоқ тумани
380,4Н506а,А-377 автойўлидан Ўртақишлоқ қишлоғига  (17 км),0-1,Маҳаллий,Тойлоқ тумани
381,4Н506б ,А-377 автойўлидан Яланғоч қишлоғига         (23 км),0-5,Маҳаллий,Тойлоқ тумани
382,4Н510 ,Жумабозор қ-Чорвоқтепа қ,0-8,Маҳаллий,Тойлоқ тумани
383,4Н510а,4Н 510 автойўлидан 43-сон  Мактабга ,0-1,Маҳаллий,Тойлоқ тумани
384,4Н 597,Сариосиё қ- Навхоз қ- Элипок қ,0-12,Маҳаллий,Тойлоқ тумани
385,4Н 598,Давлатобод қ- Тайлок қ,0-5,Маҳаллий,Тойлоқ тумани
386,М- 39   ,Алмати-Бешкик-Тошкент -Шахрисабз-Термиз,1088-1135,Халқаро,Ургут тумани
387,А-377,Самарканд -Айний,27-37,Халқаро,Ургут тумани
388,4Р47,Булунғур ш.- Ургут ш.- М-39 автойули,33-80,Давлат,Ургут тумани
389,4Р50,Тайлок к.-Ургут ш.,12-24,Давлат,Ургут тумани
390,4Р246,Самарканд ш.-Ургут ш.,6-26,Давлат,Ургут тумани
391,4К519,Бешёғоч қ- Жар қ- Чек қ,0-8,Маҳаллий,Ургут тумани
392,4К519а,4К519 автойўлидан (Қузичи қ) Саразам қишлоғига,0-6,Маҳаллий,Ургут тумани
393,4К520,Жар қ- Мўминобод қ,0-12,Маҳаллий,Ургут тумани
394,4К521,Ургут ш-Гус қ-Авазмерган қ ,0-15,Маҳаллий,Ургут тумани
395,4К521а,4К521 автойўлидан Муллажон қишлоғига,0-2,Маҳаллий,Ургут тумани
396,4К522,Ургут ш-Почвон қ-Устахона ,0-15,Маҳаллий,Ургут тумани
397,4К523,Штаб қ- Кайрокли қ- Сўфи қ,0-9,Маҳаллий,Ургут тумани
398,4К524,Ўрамас қ- Почвон қ- Ғойибота қ,0-14,Маҳаллий,Ургут тумани
399,4К526,М-39 автойўли (1099 км)-Теракли қ- Қул қ ,0-16,Маҳаллий,Ургут тумани
400,4К526а,4К526 автойўлидан Найман қишлоғига,0-4,Маҳаллий,Ургут тумани
401,4К527,Ургут ш- Вагатчи қ- Қоратепа қ,0-24,Маҳаллий,Ургут тумани
402,4К528,М-39 автойўли (1125 км) - Болалар оромгоҳи,0-2,Маҳаллий,Ургут тумани
403,4Н504,Мирза қ-Тегана қ- Ёмонтелпак қ,0-8,Маҳаллий,Ургут тумани
404,4Н505,Жазман қ- Кинғир қ,0-8,Маҳаллий,Ургут тумани
405,4Н507,М-39 автойўли (1114 км)- Итифоқ  қ,0-4,Маҳаллий,Ургут тумани
406,4Н508,4Р47 автойўли (36 км)-Акрамобод,0-2,Маҳаллий,Ургут тумани
407,4Н509,4Р47 автойўли (39 км) -Охунбобоев қ,0-3,Маҳаллий,Ургут тумани
408,4Н539,Ёмонтелпак қ- Кайроқли қ,0-3,Маҳаллий,Ургут тумани
409,4Н 622,4К-527 автойўли-Ургут ш.,0-1,Маҳаллий,Ургут тумани
410,М- 39   ,Алмати-Бешкик-Тошкент -Шахрисабз-Термиз,1078-1081,Халқаро,Самарқанд шаҳри
411,М- 37 ,Самарканд-Бухоро-Туркманбоши,0-4,Халқаро,Самарқанд шаҳри
412,М-37А,Самарканд айланма йули,33-46,Халқаро,Самарқанд шаҳри
413,А-377,Самарканд айний,0-2,Халқаро,Самарқанд шаҳри
414,А-378 ,Самарканд - Карши,"0-2.5",Халқаро,Самарқанд шаҳри
415,4Р45а        ,Самарқанд шаҳри аэропортига (М-37 а йўлидан 39 км)                                               ,0-6                     ,Давлат,Самарқанд шаҳри
416,  4Р45б,  Самарқанд шаҳрига (М-37 а йўлидан 42 км),0-4,Давлат,Самарқанд шаҳри
417,4Р-46,Самарканд.ш Жума.ш КаттаҚўрғон.ш,0-3,Давлат,Самарқанд шаҳри
